ROW_IDX,PAPER,DRUG,POLYMER_USED,DRUG_SMILES,POLYMER_PSMILES,WATER_PH,CONCENTRATION,CAPACITY,FORMAT_OK,FORMAT_REASON,SMILES_VALID_OK,SMILES_VALID_REASON,PSMILES_VALID_OK,PSMILES_VALID_REASON,CAPPING_OK,CAPPING_REASON,LOGP_OK,LOGP_REASON,FINGERPRINT_OK,FINGERPRINT_REASON,LOGD_OK,LOGD_REASON,NET_CHARGE_OK,NET_CHARGE_REASON,POLYMETRIX_PSMILES_OK,POLYMETRIX_PSMILES_REASON,POLYMETRIX_SMILES_OK,POLYMETRIX_SMILES_REASON,OVERALL_OK,FAILURE_STAGE,FAILURE_REASON
207,Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent,Direct Blue 71,chitosan-glutaraldehyde,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5,*C(C(C(C(C(CO)O)O)O)O)*,4,30,209.81,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
208,Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent,Direct Blue 71,chitosan-glutaraldehyde,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5,*C(C(C(C(C(CO)O)O)O)O)*,4,50,343.59,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
209,Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide,ethoprophos,chitosan,CCCSP(=O)(OCC)SCCC,*C(C(C(C(C(CO)O)O)O)O)*,5.48,10,8.92,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
210,Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide,ethoprophos,chitosan,CCCSP(=O)(OCC)SCCC,*C(C(C(C(C(CO)O)O)O)O)*,5.48,20,19.607,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
211,Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide,ethoprophos,chitosan,CCCSP(=O)(OCC)SCCC,*C(C(C(C(C(CO)O)O)O)O)*,5.48,30,28.735,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
212,Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide,ethoprophos,chitosan,CCCSP(=O)(OCC)SCCC,*C(C(C(C(C(CO)O)O)O)O)*,5.48,40,39.37,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
213,Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide,ethoprophos,chitosan,CCCSP(=O)(OCC)SCCC,*C(C(C(C(C(CO)O)O)O)O)*,5.48,50,49.019,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
214,Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide,ethoprophos,chitosan,CCCSP(=O)(OCC)SCCC,*C(C(C(C(C(CO)O)O)O)O)*,5.48,60,54.945,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
215,Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide,ethoprophos,chitosan,CCCSP(=O)(OCC)SCCC,*C(C(C(C(C(CO)O)O)O)O)*,5.48,10,9.399,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
216,Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide,ethoprophos,chitosan,CCCSP(=O)(OCC)SCCC,*C(C(C(C(C(CO)O)O)O)O)*,5.48,60,54.706,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
217,Sulfur_modification_of_PET_fibers_and_lead_ion_sorption_from_wastewaters_kinetics_and_isotherms_studies,Pb(II),original PET,[Pb+2],*CCOC(=O)c1ccc(cc1)C(=O)*,5,100,12.92,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
218,Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies,chlorpyrifos,PANI,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,*C1=CC=C(N)C=C1*,3,200,10.4,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
219,Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies,chlorpyrifos,PANI,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,*C1=CC=C(N)C=C1*,3,200,17.2,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
220,Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies,chlorpyrifos,PANI,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,*C1=CC=C(N)C=C1*,9,200,59.2,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
221,Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies,chlorpyrifos,PANI,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,*C1=CC=C(N)C=C1*,9,200,78.5,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
222,Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies,chlorpyrifos,PANI,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,*C1=CC=C(N)C=C1*,9,200,107.3,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
223,Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies,chlorpyrifos,PANI,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,*C1=CC=C(N)C=C1*,9,200,125.8,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
224,Synthesis_and_Evaluation_of_the_Ability_of_PolyMethacrylic_Acid-co-acrylamidenanoclay_Composite_Hydrogel_in_the_Adsorption_of_Methylene_Blue_Dye,methylene blue,poly(MAA-co-AAm),CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,*CC(C)(C(=O)O)*,8,10,4.981,True,,False,RDKit MolFromSmiles returned None,True,,True,,False,SKIPPED,False,SKIPPED,False,SKIPPED,False,SKIPPED,True,,False,SKIPPED,False,SMILES_VALID,RDKit MolFromSmiles returned None
225,Synthesis_and_Evaluation_of_the_Ability_of_PolyMethacrylic_Acid-co-acrylamidenanoclay_Composite_Hydrogel_in_the_Adsorption_of_Methylene_Blue_Dye,methylene blue,poly(MAA-co-AAm)/NCC,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,*CC(C)(C(=O)O)*,8,10,6.635,True,,False,RDKit MolFromSmiles returned None,True,,True,,False,SKIPPED,False,SKIPPED,False,SKIPPED,False,SKIPPED,True,,False,SKIPPED,False,SMILES_VALID,RDKit MolFromSmiles returned None
226,Synthesis_and_Evaluation_of_the_Ability_of_PolyMethacrylic_Acid-co-acrylamidenanoclay_Composite_Hydrogel_in_the_Adsorption_of_Methylene_Blue_Dye,methylene blue,poly(MAA-co-AAm),CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,*CC(C)(C(=O)O)*,8,10,5.598,True,,False,RDKit MolFromSmiles returned None,True,,True,,False,SKIPPED,False,SKIPPED,False,SKIPPED,False,SKIPPED,True,,False,SKIPPED,False,SMILES_VALID,RDKit MolFromSmiles returned None
227,Synthesis_and_Evaluation_of_the_Ability_of_PolyMethacrylic_Acid-co-acrylamidenanoclay_Composite_Hydrogel_in_the_Adsorption_of_Methylene_Blue_Dye,methylene blue,poly(MAA-co-AAm)/NCC,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,*CC(C)(C(=O)O)*,8,10,7.255,True,,False,RDKit MolFromSmiles returned None,True,,True,,False,SKIPPED,False,SKIPPED,False,SKIPPED,False,SKIPPED,True,,False,SKIPPED,False,SMILES_VALID,RDKit MolFromSmiles returned None
228,Synthesis_characterization_and_adsorption_performance_of_novel_acidic_calixarene-modified_LDHpolyaniline_nanohybrid_for_efficient_CrVI_removal,Cr(VI),MLDH-NH2@PANI,[Cr+6],*C1=CC=C(N)C=C1*,3,50,205.2,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
229,SYNTHESIS_CHARACTERIZATION_AND_POTENTIAL_APPLICATION_OF_BIOCOMPOSITE_MATERIAL_BASED_ON_SAWDUST_BIOMASS_FOR_REMOVAL_OF_PERSISTENT_ORGANIC_POLLUTANTS_FROM_AQUEOUS_SOLUTIONS,Malachite green,chitosan,CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccccc3,*C(C(C(C(C(CO)O)O)O)O)*,5.0,20,19.41,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
230,SYNTHESIS_CHARACTERIZATION_AND_POTENTIAL_APPLICATION_OF_BIOCOMPOSITE_MATERIAL_BASED_ON_SAWDUST_BIOMASS_FOR_REMOVAL_OF_PERSISTENT_ORGANIC_POLLUTANTS_FROM_AQUEOUS_SOLUTIONS,Brilliant green,chitosan,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,*C(C(C(C(C(CO)O)O)O)O)*,5.6,20,18.83,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
231,SYNTHESIS_CHARACTERIZATION_AND_POTENTIAL_APPLICATION_OF_BIOCOMPOSITE_MATERIAL_BASED_ON_SAWDUST_BIOMASS_FOR_REMOVAL_OF_PERSISTENT_ORGANIC_POLLUTANTS_FROM_AQUEOUS_SOLUTIONS,Ethacridine lactate,chitosan,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O,*C(C(C(C(C(CO)O)O)O)O)*,7.0,40,38.83,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
232,Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution,Pb(II),PEG,[Pb+2],*CCO*,7,30,13.717,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
233,Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution,Pb(II),PEG,[Pb+2],*CCO*,7,30,1.317,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
234,Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution,Cu(II),PEG,[Cu+2],*CCO*,7,30,37.175,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
235,Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution,Cu(II),PEG,[Cu+2],*CCO*,7,30,1.048,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
236,Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution,Cu(II),PEG,[Cu+2],*CCO*,7,30,2.39,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
237,Synthesis_of_magnetic_Fe3O4SiO2_nanoparticles_decorated_with_polyvinyl_alcohol_for_heavy_metal_ion_removal_from_aqueous_solution,Cu(II),polyvinyl alcohol,[Cu+2],*CC(O)*,7,0.2,1.44,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
238,Synthesis_of_magnetic_Fe3O4SiO2_nanoparticles_decorated_with_polyvinyl_alcohol_for_heavy_metal_ion_removal_from_aqueous_solution,Cd(II),polyvinyl alcohol,[Cd+2],*CC(O)*,7,0.2,0.93,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
239,Synthesis_of_quaternized_magnetic_chitosan_and_adsorption_performance_for_methyl_orange_from_aqueous_solution,methyl orange,quaternized magnetic chitosan,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],*C(C(C(C(C(CO)O)O)O)O)*,4,125,486.13,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
240,Synthesis_of_quaternized_magnetic_chitosan_and_adsorption_performance_for_methyl_orange_from_aqueous_solution,methyl orange,magnetic chitosan,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],*C(C(C(C(C(CO)O)O)O)O)*,4,125,431.49,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
241,Synthesis_of_Quercetin_Loaded_Nanoparticles_Based_on_Alginate_for_PbII_Adsorption_in_Aqueous_Solution,quercetin,alginate,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,*C(C(C(C(=O)[O-])O)O)*,7,1000,140.37,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
242,Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents,tetracycline,PVA,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N,*CC(O)*,2,100,12.6,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
243,Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents,tetracycline,PVA,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N,*CC(O)*,8,100,7.8,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
244,Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents,tetracycline,PVA,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N,*CC(O)*,12,100,9.55,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
245,Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents,tetracycline,PVA,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N,*CC(O)*,3,100,8.55,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
246,Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents,tetracycline,PVA,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N,*CC(O)*,3,800,75.5,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
247,The_removal_of_heavy_metal_ions_from_wastewateraqueous_solution_using_polypyrrole-based_adsorbents_a_review,Cr(VI),PPy–SD,[Cr+6],*c1cc[nH]c1*,5.0,100,3.4,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
248,The_removal_of_heavy_metal_ions_from_wastewateraqueous_solution_using_polypyrrole-based_adsorbents_a_review,Hg(II),PPy/SH-beta/MCM-41,[Hg+2],*c1cc[nH]c1*,8.0,400,157.43,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,
249,Using_chitosan_made_from_modified_chitosan_Crab_shells_for_dye_adsorption_equilibrium_kinetic_and_response_surface_methods,methylene blue,chitosan,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,*C(C(C(C(C(CO)O)O)O)O)*,6.2,20,14.02,True,,False,RDKit MolFromSmiles returned None,True,,True,,False,SKIPPED,False,SKIPPED,False,SKIPPED,False,SKIPPED,True,,False,SKIPPED,False,SMILES_VALID,RDKit MolFromSmiles returned None
250,Using_chitosan_made_from_modified_chitosan_Crab_shells_for_dye_adsorption_equilibrium_kinetic_and_response_surface_methods,methylene blue,chitosan,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,*C(C(C(C(C(CO)O)O)O)O)*,6.2,40,21.08,True,,False,RDKit MolFromSmiles returned None,True,,True,,False,SKIPPED,False,SKIPPED,False,SKIPPED,False,SKIPPED,True,,False,SKIPPED,False,SMILES_VALID,RDKit MolFromSmiles returned None
251,Using_chitosan_made_from_modified_chitosan_Crab_shells_for_dye_adsorption_equilibrium_kinetic_and_response_surface_methods,methylene blue,chitosan,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,*C(C(C(C(C(CO)O)O)O)O)*,6.2,60,17.48,True,,False,RDKit MolFromSmiles returned None,True,,True,,False,SKIPPED,False,SKIPPED,False,SKIPPED,False,SKIPPED,True,,False,SKIPPED,False,SMILES_VALID,RDKit MolFromSmiles returned None
