POLYMER_USED,DRUG,POLYMER_PSMILES,DRUG_SMILES,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,30,209.81,Lopez-Cervantes et al. 2018,deepseek-v4-flash (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,50,343.59,Lopez-Cervantes et al. 2018,deepseek-v4-flash (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan,ethoprophos,*C(C(C(C(C(CO)O)O)O)O)*,CCCSP(=O)(OCC)SCCC,5.48,10,8.920,Abdeen and Mohammad 2014 OJOPM,deepseek-v4-flash (pdf2text),Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide
chitosan,ethoprophos,*C(C(C(C(C(CO)O)O)O)O)*,CCCSP(=O)(OCC)SCCC,5.48,20,19.607,Abdeen and Mohammad 2014 OJOPM,deepseek-v4-flash (pdf2text),Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide
chitosan,ethoprophos,*C(C(C(C(C(CO)O)O)O)O)*,CCCSP(=O)(OCC)SCCC,5.48,30,28.735,Abdeen and Mohammad 2014 OJOPM,deepseek-v4-flash (pdf2text),Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide
chitosan,ethoprophos,*C(C(C(C(C(CO)O)O)O)O)*,CCCSP(=O)(OCC)SCCC,5.48,40,39.370,Abdeen and Mohammad 2014 OJOPM,deepseek-v4-flash (pdf2text),Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide
chitosan,ethoprophos,*C(C(C(C(C(CO)O)O)O)O)*,CCCSP(=O)(OCC)SCCC,5.48,50,49.019,Abdeen and Mohammad 2014 OJOPM,deepseek-v4-flash (pdf2text),Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide
chitosan,ethoprophos,*C(C(C(C(C(CO)O)O)O)O)*,CCCSP(=O)(OCC)SCCC,5.48,60,54.945,Abdeen and Mohammad 2014 OJOPM,deepseek-v4-flash (pdf2text),Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide
chitosan,ethoprophos,*C(C(C(C(C(CO)O)O)O)O)*,CCCSP(=O)(OCC)SCCC,5.48,10,9.399,Abdeen and Mohammad 2014 OJOPM,deepseek-v4-flash (pdf2text),Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide
chitosan,ethoprophos,*C(C(C(C(C(CO)O)O)O)O)*,CCCSP(=O)(OCC)SCCC,5.48,60,54.706,Abdeen and Mohammad 2014 OJOPM,deepseek-v4-flash (pdf2text),Study_of_the_Adsorption_Efficiency_of_an_Eco-Friendly_Carbohydrate_Polymer_for_Contaminated_Aqueous_Solution_by_Organophosphorus_Pesticide
original PET,Pb(II),*CCOC(=O)c1ccc(cc1)C(=O)*,[Pb+2],5,100,12.92,10.21203/rs.3.rs-5671204/v1,deepseek-v4-flash (pdf2text),Sulfur_modification_of_PET_fibers_and_lead_ion_sorption_from_wastewaters_kinetics_and_isotherms_studies
PANI,chlorpyrifos,*C1=CC=C(N)C=C1*,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,3,200,10.4,Scientific Reports (2024) 14:21116,deepseek-v4-flash (pdf2text),Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies
PANI,chlorpyrifos,*C1=CC=C(N)C=C1*,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,3,200,17.2,Scientific Reports (2024) 14:21116,deepseek-v4-flash (pdf2text),Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies
PANI,chlorpyrifos,*C1=CC=C(N)C=C1*,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,9,200,59.2,Scientific Reports (2024) 14:21116,deepseek-v4-flash (pdf2text),Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies
PANI,chlorpyrifos,*C1=CC=C(N)C=C1*,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,9,200,78.5,Scientific Reports (2024) 14:21116,deepseek-v4-flash (pdf2text),Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies
PANI,chlorpyrifos,*C1=CC=C(N)C=C1*,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,9,200,107.3,Scientific Reports (2024) 14:21116,deepseek-v4-flash (pdf2text),Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies
PANI,chlorpyrifos,*C1=CC=C(N)C=C1*,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,9,200,125.8,Scientific Reports (2024) 14:21116,deepseek-v4-flash (pdf2text),Synergetic_studies_on_the_thermochemical_activation_and_polyaniline_integration_on_the_adsorption_properties_of_natural_coal_for_chlorpyrifos_pesticide_steric_and_energetic_studies
poly(MAA-co-AAm),methylene blue,*CC(C)(C(=O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,8,10,4.981,https://doi.org/10.21203/rs.3.rs-1071501/v1,deepseek-v4-flash (pdf2text),Synthesis_and_Evaluation_of_the_Ability_of_PolyMethacrylic_Acid-co-acrylamidenanoclay_Composite_Hydrogel_in_the_Adsorption_of_Methylene_Blue_Dye
poly(MAA-co-AAm)/NCC,methylene blue,*CC(C)(C(=O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,8,10,6.635,https://doi.org/10.21203/rs.3.rs-1071501/v1,deepseek-v4-flash (pdf2text),Synthesis_and_Evaluation_of_the_Ability_of_PolyMethacrylic_Acid-co-acrylamidenanoclay_Composite_Hydrogel_in_the_Adsorption_of_Methylene_Blue_Dye
poly(MAA-co-AAm),methylene blue,*CC(C)(C(=O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,8,10,5.598,https://doi.org/10.21203/rs.3.rs-1071501/v1,deepseek-v4-flash (pdf2text),Synthesis_and_Evaluation_of_the_Ability_of_PolyMethacrylic_Acid-co-acrylamidenanoclay_Composite_Hydrogel_in_the_Adsorption_of_Methylene_Blue_Dye
poly(MAA-co-AAm)/NCC,methylene blue,*CC(C)(C(=O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,8,10,7.255,https://doi.org/10.21203/rs.3.rs-1071501/v1,deepseek-v4-flash (pdf2text),Synthesis_and_Evaluation_of_the_Ability_of_PolyMethacrylic_Acid-co-acrylamidenanoclay_Composite_Hydrogel_in_the_Adsorption_of_Methylene_Blue_Dye
MLDH-NH2@PANI,Cr(VI),*C1=CC=C(N)C=C1*,[Cr+6],3,50,205.2,Kinetic experiment (Qe,deepseek-v4-flash (pdf2text),Synthesis_characterization_and_adsorption_performance_of_novel_acidic_calixarene-modified_LDHpolyaniline_nanohybrid_for_efficient_CrVI_removal
chitosan,Malachite green,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccccc3,5.0,20,19.41,10.29081/ChIBA.2025.653,deepseek-v4-flash (pdf2text),SYNTHESIS_CHARACTERIZATION_AND_POTENTIAL_APPLICATION_OF_BIOCOMPOSITE_MATERIAL_BASED_ON_SAWDUST_BIOMASS_FOR_REMOVAL_OF_PERSISTENT_ORGANIC_POLLUTANTS_FROM_AQUEOUS_SOLUTIONS
chitosan,Brilliant green,*C(C(C(C(C(CO)O)O)O)O)*,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,5.6,20,18.83,10.29081/ChIBA.2025.653,deepseek-v4-flash (pdf2text),SYNTHESIS_CHARACTERIZATION_AND_POTENTIAL_APPLICATION_OF_BIOCOMPOSITE_MATERIAL_BASED_ON_SAWDUST_BIOMASS_FOR_REMOVAL_OF_PERSISTENT_ORGANIC_POLLUTANTS_FROM_AQUEOUS_SOLUTIONS
chitosan,Ethacridine lactate,*C(C(C(C(C(CO)O)O)O)O)*,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O,7.0,40,38.83,10.29081/ChIBA.2025.653,deepseek-v4-flash (pdf2text),SYNTHESIS_CHARACTERIZATION_AND_POTENTIAL_APPLICATION_OF_BIOCOMPOSITE_MATERIAL_BASED_ON_SAWDUST_BIOMASS_FOR_REMOVAL_OF_PERSISTENT_ORGANIC_POLLUTANTS_FROM_AQUEOUS_SOLUTIONS
PEG,Pb(II),*CCO*,[Pb+2],7,30,13.717,10.5829/ije.2025.38.02b.07,deepseek-v4-flash (pdf2text),Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution
PEG,Pb(II),*CCO*,[Pb+2],7,30,1.317,10.5829/ije.2025.38.02b.07,deepseek-v4-flash (pdf2text),Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution
PEG,Cu(II),*CCO*,[Cu+2],7,30,37.175,10.5829/ije.2025.38.02b.07,deepseek-v4-flash (pdf2text),Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution
PEG,Cu(II),*CCO*,[Cu+2],7,30,1.048,10.5829/ije.2025.38.02b.07,deepseek-v4-flash (pdf2text),Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution
PEG,Cu(II),*CCO*,[Cu+2],7,30,2.39,10.5829/ije.2025.38.02b.07,deepseek-v4-flash (pdf2text),Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution
polyvinyl alcohol,Cu(II),*CC(O)*,[Cu+2],7,0.2,1.44,10.21203/rs.3.rs-3236672/v1,deepseek-v4-flash (pdf2text),Synthesis_of_magnetic_Fe3O4SiO2_nanoparticles_decorated_with_polyvinyl_alcohol_for_heavy_metal_ion_removal_from_aqueous_solution
polyvinyl alcohol,Cd(II),*CC(O)*,[Cd+2],7,0.2,0.93,10.21203/rs.3.rs-3236672/v1,deepseek-v4-flash (pdf2text),Synthesis_of_magnetic_Fe3O4SiO2_nanoparticles_decorated_with_polyvinyl_alcohol_for_heavy_metal_ion_removal_from_aqueous_solution
quaternized magnetic chitosan,methyl orange,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],4,125,486.13,10.1039/d5ra02862k,deepseek-v4-flash (pdf2text),Synthesis_of_quaternized_magnetic_chitosan_and_adsorption_performance_for_methyl_orange_from_aqueous_solution
magnetic chitosan,methyl orange,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],4,125,431.49,10.1039/d5ra02862k,deepseek-v4-flash (pdf2text),Synthesis_of_quaternized_magnetic_chitosan_and_adsorption_performance_for_methyl_orange_from_aqueous_solution
alginate,quercetin,*C(C(C(C(=O)[O-])O)O)*,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,7,1000,140.37,Synthesis of Quercetin Loaded Nanoparticles Based on Alginate for Pb(II) Adsorption in Aqueous Solution,deepseek-v4-flash (pdf2text),Synthesis_of_Quercetin_Loaded_Nanoparticles_Based_on_Alginate_for_PbII_Adsorption_in_Aqueous_Solution
PVA,tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,2,100,12.6,DOI:10.2478/eces-2021-0021,deepseek-v4-flash (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
PVA,tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,8,100,7.8,DOI:10.2478/eces-2021-0021,deepseek-v4-flash (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
PVA,tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,12,100,9.55,DOI:10.2478/eces-2021-0021,deepseek-v4-flash (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
PVA,tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,3,100,8.55,DOI:10.2478/eces-2021-0021,deepseek-v4-flash (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
PVA,tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,3,800,75.5,DOI:10.2478/eces-2021-0021,deepseek-v4-flash (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
PPy–SD,Cr(VI),*c1cc[nH]c1*,[Cr+6],5.0,100,3.4,109,deepseek-v4-flash (pdf2text),The_removal_of_heavy_metal_ions_from_wastewateraqueous_solution_using_polypyrrole-based_adsorbents_a_review
PPy/SH-beta/MCM-41,Hg(II),*c1cc[nH]c1*,[Hg+2],8.0,400,157.43,49,deepseek-v4-flash (pdf2text),The_removal_of_heavy_metal_ions_from_wastewateraqueous_solution_using_polypyrrole-based_adsorbents_a_review
chitosan,methylene blue,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.2,20,14.02,Priyanga et al. 2026,deepseek-v4-flash (pdf2text),Using_chitosan_made_from_modified_chitosan_Crab_shells_for_dye_adsorption_equilibrium_kinetic_and_response_surface_methods
chitosan,methylene blue,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.2,40,21.08,Priyanga et al. 2026,deepseek-v4-flash (pdf2text),Using_chitosan_made_from_modified_chitosan_Crab_shells_for_dye_adsorption_equilibrium_kinetic_and_response_surface_methods
chitosan,methylene blue,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.2,60,17.48,Priyanga et al. 2026,deepseek-v4-flash (pdf2text),Using_chitosan_made_from_modified_chitosan_Crab_shells_for_dye_adsorption_equilibrium_kinetic_and_response_surface_methods
cellulose dinitrobenzoate,creatinine,*C(C(C(C(CO)O)O)O)*,CN1CC(=O)N=C1N,7.0,100,1.471,,gemma4:26b (pdf2image),Adsorption_Kinetics_and_Thermodynamics_of_Cellulose_Dinitrobenzoate_Prepared_in_Ionic_Liquid_for_the_Removal_Of_Creatinine
cellulose dinitrobenzoate,creatinine,*C(C(C(C(CO)O)O)O)*,CN1CC(=O)N=C1N,5,100,1.8,,gemma4:26b (pdf2image),Adsorption_Kinetics_and_Thermodynamics_of_Cellulose_Dinitrobenzoate_Prepared_in_Ionic_Liquid_for_the_Removal_Of_Creatinine
cellulose dinitrobenzoate,creatinine,*C(C(C(C(CO)O)O)O)*,CN1CC(=O)N=C1N,6,100,1.6,,gemma4:26b (pdf2image),Adsorption_Kinetics_and_Thermodynamics_of_Cellulose_Dinitrobenzoate_Prepared_in_Ionic_Liquid_for_the_Removal_Of_Creatinine
cellulose dinitrobenzoate,creatinine,*C(C(C(C(CO)O)O)O)*,CN1CC(=O)N=C1N,7,100,1.45,,gemma4:26b (pdf2image),Adsorption_Kinetics_and_Thermodynamics_of_Cellulose_Dinitrobenzoate_Prepared_in_Ionic_Liquid_for_the_Removal_Of_Creatinine
cellulose dinitrobenzoate,creatinine,*C(C(C(C(CO)O)O)O)*,CN1CC(=O)N=C1N,8,100,1.35,,gemma4:26b (pdf2image),Adsorption_Kinetics_and_Thermodynamics_of_Cellulose_Dinitrobenzoate_Prepared_in_Ionic_Liquid_for_the_Removal_Of_Creatinine
cellulose dinitrobenzoate,creatinine,*C(C(C(C(CO)O)O)O)*,CN1CC(=O)N=C1N,9,100,1.4,,gemma4:26b (pdf2image),Adsorption_Kinetics_and_Thermodynamics_of_Cellulose_Dinitrobenzoate_Prepared_in_Ionic_Liquid_for_the_Removal_Of_Creatinine
cellulose dinitrobenzoate,creatinine,*C(C(C(C(CO)O)O)O)*,CN1CC(=O)N=C1N,10,100,1.6,,gemma4:26b (pdf2image),Adsorption_Kinetics_and_Thermodynamics_of_Cellulose_Dinitrobenzoate_Prepared_in_Ionic_Liquid_for_the_Removal_Of_Creatinine
cellulose dinitrobenzoate,creatinine,*C(C(C(C(CO)O)O)O)*,CN1CC(=O)N=C1N,11,100,1.8,,gemma4:26b (pdf2image),Adsorption_Kinetics_and_Thermodynamics_of_Cellulose_Dinitrobenzoate_Prepared_in_Ionic_Liquid_for_the_Removal_Of_Creatinine
cellulose dinitrobenzoate,creatinine,*C(C(C(C(CO)O)O)O)*,CN1CC(=O)N=C1N,7.0,225,3.88,,gemma4:26b (pdf2image),Adsorption_Kinetics_and_Thermodynamics_of_Cellulose_Dinitrobenzoate_Prepared_in_Ionic_Liquid_for_the_Removal_Of_Creatinine
SDS-chitosan,Cr(III),*C(C(C(C(C(CO)O)O)O)O)*,[Cr+3],4,1,0.8,,gemma4:26b (pdf2image),Adsorption_of_CrIII_from_an_Aqueous_Solution_by_Chitosan_Beads_Modified_with_Sodium_Dodecyl_Sulfate_SDS
SDS-chitosan,Cr(III),*C(C(C(C(C(CO)O)O)O)O)*,[Cr+3],5,1,1.1,,gemma4:26b (pdf2image),Adsorption_of_CrIII_from_an_Aqueous_Solution_by_Chitosan_Beads_Modified_with_Sodium_Dodecyl_Sulfate_SDS
SDS-chitosan,Cr(III),*C(C(C(C(C(CO)O)O)O)O)*,[Cr+3],6,1,1.25,,gemma4:26b (pdf2image),Adsorption_of_CrIII_from_an_Aqueous_Solution_by_Chitosan_Beads_Modified_with_Sodium_Dodecyl_Sulfate_SDS
SDS-chitosan,Cr(III),*C(C(C(C(C(CO)O)O)O)O)*,[Cr+3],7,1,1.7,,gemma4:26b (pdf2image),Adsorption_of_CrIII_from_an_Aqueous_Solution_by_Chitosan_Beads_Modified_with_Sodium_Dodecyl_Sulfate_SDS
SDS-chitosan,Cr(III),*C(C(C(C(C(CO)O)O)O)O)*,[Cr+3],4,1,0.75,,gemma4:26b (pdf2image),Adsorption_of_CrIII_from_an_Aqueous_Solution_by_Chitosan_Beads_Modified_with_Sodium_Dodecyl_Sulfate_SDS
SDS-chitosan,Cr(III),*C(C(C(C(C(CO)O)O)O)O)*,[Cr+3],4,1.0,0.75,,gemma4:26b (pdf2image),Adsorption_of_CrIII_from_an_Aqueous_Solution_by_Chitosan_Beads_Modified_with_Sodium_Dodecyl_Sulfate_SDS
bacterial cellulose aerogel,methylene blue,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,4,50,16,,gemma4:26b (pdf2image),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
bacterial cellulose aerogel,Crystal violet,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C,6.5,200,48.6,,gemma4:26b (pdf2image),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
bacterial cellulose aerogel,Methylene blue,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.5,200,27,,gemma4:26b (pdf2image),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
bacterial cellulose aerogel,Rhodamine B,*C(C(C(C(C(CO)O)O)O)O)*,CCN(CC)c1ccc2c(c1)c(c3ccccc3o2)c4ccc(cc4)C(=O)O,6.5,200,33,,gemma4:26b (pdf2image),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Chitosan-walnut shells composite (Ch-W),Levofloxacin,*C(C(C(C(C(CO)O)O)O)O)*,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,4,10,4.23,,gemma4:26b (pdf2image),Carbon_Dots_Derived_from_Waste_Fish_Scale_for_Enhanced_Removal_of_Levofloxacin_Drug_Parametric_Optimization_Isotherm_and_Kinetic_Studies
sodium alginate,Cr(VI),*C(C(C(C(=O)[O-])O)O)*,[Cr+6],6,175,270,,gemma4:26b (pdf2image),Comparison_Study_of_ANFIS_ANN_and_RSM_and_Mechanistic_Modeling_for_ChromiumVI_Removal_Using_Modified_Cellulose_NanocrystalsSodium_Alginate_CNCAlg
GO_3@PVA,Methylene Blue,*CC(O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,9,50,247,,gemma4:26b (pdf2image),Developing_a_new_sustainable_eco-adsorbent_film_from_flexographic_printing_plate_waste_to_remove_cationic_organic_and_inorganic_pollutants
GO_3@PVA,Methylene Blue,*CC(O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,9,100,448,,gemma4:26b (pdf2image),Developing_a_new_sustainable_eco-adsorbent_film_from_flexographic_printing_plate_waste_to_remove_cationic_organic_and_inorganic_pollutants
PPy,metronidazole,*c1cc[nH]c1*,CC1=NC=C(N1CCO)[N+](=O)[O-],6.17,10,1.8,,gemma4:26b (pdf2image),Experimental_and_DFT_studies_of_the_removal_of_pharmaceutical_metronidazole_from_water_using_polypyrrole
PPy,metronidazole,*c1cc[nH]c1*,CC1=NC=C(N1CCO)[N+](=O)[O-],6.17,50,3.0,,gemma4:26b (pdf2image),Experimental_and_DFT_studies_of_the_removal_of_pharmaceutical_metronidazole_from_water_using_polypyrrole
PPy,metronidazole,*c1cc[nH]c1*,CC1=NC=C(N1CCO)[N+](=O)[O-],6.17,100,3.8,,gemma4:26b (pdf2image),Experimental_and_DFT_studies_of_the_removal_of_pharmaceutical_metronidazole_from_water_using_polypyrrole
PPy,metronidazole,*c1cc[nH]c1*,CC1=NC=C(N1CCO)[N+](=O)[O-],6.17,150,4.2,,gemma4:26b (pdf2image),Experimental_and_DFT_studies_of_the_removal_of_pharmaceutical_metronidazole_from_water_using_polypyrrole
PPy,metronidazole,*c1cc[nH]c1*,CC1=NC=C(N1CCO)[N+](=O)[O-],6.17,200,4.5,,gemma4:26b (pdf2image),Experimental_and_DFT_studies_of_the_removal_of_pharmaceutical_metronidazole_from_water_using_polypyrrole
Ti/PANI,methyl orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,113.16,,gemma4:26b (pdf2image),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
PANI,Methyl Orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,75,,gemma4:26b (pdf2image),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
Ti/PANI,Methyl Orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,85,,gemma4:26b (pdf2image),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
EDTA grafted chitosan,Co(II),*C(C(C(C(C(CO)O)O)O)O)*,[Co+2],7,40,61,,gemma4:26b (pdf2image),State-of-the-art_modification_mechanistic_insight_and_breakthrough_curve_analysis_of_chitosan_scaffolds_for_sustainable_heavy_metal_adsorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,132.26,,gemma4:26b (pdf2image),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
PET,Pb(II),*CCOC(=O)c1ccc(cc1)C(=O)*,[Pb+2],2.0,400,13.16,,gemma4:26b (pdf2image),Sulfur_modification_of_PET_fibers_and_lead_ion_sorption_from_wastewaters_kinetics_and_isotherms_studies
PANI,Cr(VI),*C1=CC=C(N)C=C1*,[Cr+6],2,10,236.36,,gemma4:26b (pdf2image),Tailored_magnetic_hybrid_composites_with_recoverable_properties_for_efficient_Cr_scpviscp_adsorption_and_reduction_a_synergistic_experimental_and_theoretical_study
