POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
Unexpanded perlite,Zn2+,NaN,NaN,4.46,[25],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,Zn2+,NaN,NaN,0.07,[35],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Chitosan-coated perlite,Cr6+,NaN,NaN,452,[36],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
γ-Fe2O3-perlite,Cr6+,NaN,NaN,8.64,[37],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
α-MnO2-perlite,Cr6+,NaN,NaN,7.60,[37],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,Cr2O7^2-,NaN,NaN,0.002,[35],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
γ-Fe2O3-perlite,As5+,NaN,NaN,8.64,[38],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
α-MnO2-perlite,As5+,NaN,NaN,7.60,[38],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,AsO4^2-,NaN,NaN,0.003,[35],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
α-MnO2-perlite,Sb3+,NaN,NaN,7.64,[39],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,UO2^2+,NaN,NaN,1.59,[35],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
poly-acrylamide-expanded perlite,UO2^2+,NaN,NaN,0.66,[40],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
poly-2-hydroxyethylmethacrylate-expanded perlite,UO2^2+,NaN,NaN,0.29,[41],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,Th4+,NaN,NaN,4.63,[35],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
poly-acrylamide-expanded perlite,Th4+,NaN,NaN,0.74,[40],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
poly-2-hydroxyethylmethacrylate-expanded perlite,Th4+,NaN,NaN,0.44,[41],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,Methylene blue,NaN,NaN,0.71,[20],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Expanded perlite,Methylene blue,NaN,NaN,0.08,[20],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Expanded perlite,Methyl violet,NaN,NaN,0.02,[45],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,C.I. Basic blue 41,NaN,NaN,0.00179,[47],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Expanded perlite,C.I. Basic blue 41,NaN,NaN,0.00269,[47],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,Rhodamine B,NaN,NaN,0.14,[48],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Expanded perlite,Maxilon blue 5G,NaN,NaN,0.05,[49],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Expanded perlite,Rhodamine B,NaN,NaN,0.00102,[50],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,Congo Red,NaN,NaN,0.05,[51],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
γ-Fe2O3-perlite,Direct red 81,NaN,NaN,0.61,[52],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Orthophenanthroline-perlite,Eriochrome black T,NaN,NaN,0.03,[53],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Chitosan-coated perlite,Ostazin black,NaN,NaN,0.03,[54],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,4-chlorophenol,NaN,NaN,0.04,[63],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Chitosan-coated perlite,Phenol,NaN,NaN,2.04,[64],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Chitosan-coated perlite,2-chlorophenol,NaN,NaN,2.04,[64],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Chitosan-coated perlite,4-chlorophenol,NaN,NaN,2.50,[64],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Expanded perlite/NaOH,Benzene,NaN,NaN,0.25,[66],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Ionic liquid-immobilized expanded perlite,Bisphenol A,NaN,NaN,0.01,[68],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Perlite/diatomite,Methyl tert-butyl ether,NaN,NaN,1.51,[69],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Unexpanded perlite,CTAB,NaN,NaN,0.04,[55],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Expanded perlite,CTAB,NaN,NaN,0.11,[55],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Expanded perlite,Sodium dodecylbenzenesulfonate,NaN,NaN,0.08,[56],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
Chitosan-coated perlite,F-,NaN,NaN,64.4,[43],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
γ-Fe2O3-perlite,NO3-,NaN,NaN,32.6,[44],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
poly-acrylamide-expanded perlite,208Tl,NaN,NaN,0.4,[42],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
poly-acrylamide-expanded perlite,212Pb,NaN,NaN,0.3,[42],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
poly-acrylamide-expanded perlite,212Bi,NaN,NaN,0.3,[42],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
poly-acrylamide-expanded perlite,228Ac,NaN,NaN,0.1,[42],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
poly-acrylamide-expanded perlite,226Ra,NaN,NaN,0.04,[42],deepseek-v4-flash (pdf2text),Volcanic_Glass_and_its_Uses_as_Adsorbent
WS-K2CO3-800°C,Methylene blue,NaN,40,185.8,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Methylene blue,NaN,40,181.9,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Methylene blue,NaN,20,96.2,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Methylene blue,NaN,40,181.8,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Methylene blue,NaN,NaN,389.21,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Methyl orange,NaN,40,133.7,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Methyl orange,NaN,40,120,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Methyl orange,NaN,20,88.8,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Methyl orange,NaN,40,115,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Methyl orange,NaN,NaN,15527.76,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Congo red,NaN,20,88.9,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Congo red,NaN,20,63.28,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Congo red,NaN,10,36.7,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Congo red,NaN,20,90.7,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
WS-K2CO3-800°C,Congo red,NaN,NaN,9628.51,this work,deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
AC-ZnO-NH3 composite,Methylene blue,NaN,NaN,2.45,[27],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Kitchen-waste biochar,Methyl orange,NaN,NaN,22.5,[32],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Boiler residue AC,Methyl orange,NaN,NaN,141.42,[73],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Boiler residue AC,Methyl orange,NaN,NaN,107.9,[73],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Boiler residue AC,Methyl orange,NaN,NaN,55.86,[73],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Chitosan-modified AC,Methyl orange,NaN,NaN,168,[74],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Chitosan-added watermelon pulp,Congo red,NaN,NaN,490.1,[36],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Sorghum husk biosorbent,Congo red,NaN,NaN,77.14,[35],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Sorghum husk biosorbent,Congo red,NaN,NaN,57.55,[35],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Guava leaf activated carbon,Congo red,NaN,NaN,43.35,[71],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Amino-functionalized walnut shell,Congo red,NaN,NaN,44.36,[44],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
H3PO4 functionalized walnut shell,Congo red,NaN,NaN,40,[45],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Walnut shell powder,Methylene blue,NaN,NaN,315,[24],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Citrate-modified bagasse,Methylene blue,NaN,NaN,298,[37],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
Almond and walnut shell AC,Methylene blue,NaN,NaN,340,[47],deepseek-v4-flash (pdf2text),Walnut-shell-derived_porous_carbon_for_efficient_room-temperature_adsorption_of_organic_dyes
ST-AA,tetracycline,7,NaN,29.58,https://doi.org/10.1038/s41598-026-51743-0,deepseek-v4-flash (pdf2text),Waste_derived_starch_and_activated_carbon_biocomposite_hydrogel_as_a_green_and_reusable_adsorbent_for_tetracycline_removal
ST-AA/AC,tetracycline,7,NaN,52.63,https://doi.org/10.1038/s41598-026-51743-0,deepseek-v4-flash (pdf2text),Waste_derived_starch_and_activated_carbon_biocomposite_hydrogel_as_a_green_and_reusable_adsorbent_for_tetracycline_removal
ST-AA,tetracycline,7,10,3.559,https://doi.org/10.1038/s41598-026-51743-0,deepseek-v4-flash (pdf2text),Waste_derived_starch_and_activated_carbon_biocomposite_hydrogel_as_a_green_and_reusable_adsorbent_for_tetracycline_removal
ST-AA/AC,tetracycline,7,10,5.102,https://doi.org/10.1038/s41598-026-51743-0,deepseek-v4-flash (pdf2text),Waste_derived_starch_and_activated_carbon_biocomposite_hydrogel_as_a_green_and_reusable_adsorbent_for_tetracycline_removal
ST-AA,tetracycline,7,10,3.293,https://doi.org/10.1038/s41598-026-51743-0,deepseek-v4-flash (pdf2text),Waste_derived_starch_and_activated_carbon_biocomposite_hydrogel_as_a_green_and_reusable_adsorbent_for_tetracycline_removal
ST-AA/AC,tetracycline,7,10,6.2877,https://doi.org/10.1038/s41598-026-51743-0,deepseek-v4-flash (pdf2text),Waste_derived_starch_and_activated_carbon_biocomposite_hydrogel_as_a_green_and_reusable_adsorbent_for_tetracycline_removal
PMgO_0.1,Cu2+,5.5,100,1.92,Adsorption time (Fig 6b),deepseek-v4-flash (pdf2text),Waste_refractory_brick_material_added_chitosanoxidized_pullulan_complex_gel_production_and_removal_of_heavy_metals_from_waste_water
PMgO_0.25,Cu2+,5.5,100,1.86,Adsorption time (Fig 6b),deepseek-v4-flash (pdf2text),Waste_refractory_brick_material_added_chitosanoxidized_pullulan_complex_gel_production_and_removal_of_heavy_metals_from_waste_water
PMgO_0.5,Cu2+,5.5,100,1.96,Adsorption time (Fig 6b),deepseek-v4-flash (pdf2text),Waste_refractory_brick_material_added_chitosanoxidized_pullulan_complex_gel_production_and_removal_of_heavy_metals_from_waste_water
PMgO_0.1,Cu2+,5.5,100,1.9684,Initial concentration effect (Fig 8b),deepseek-v4-flash (pdf2text),Waste_refractory_brick_material_added_chitosanoxidized_pullulan_complex_gel_production_and_removal_of_heavy_metals_from_waste_water
PMgO_0.1,Cu2+,5.5,500,8.1595,Initial concentration effect (Fig 8b),deepseek-v4-flash (pdf2text),Waste_refractory_brick_material_added_chitosanoxidized_pullulan_complex_gel_production_and_removal_of_heavy_metals_from_waste_water
PMgO_0.1,Cu2+,5.5,1000,19.7909,Initial concentration effect (Fig 8b),deepseek-v4-flash (pdf2text),Waste_refractory_brick_material_added_chitosanoxidized_pullulan_complex_gel_production_and_removal_of_heavy_metals_from_waste_water
PMgO_0.1,Cu2+,5.5,3000,29.65,Initial concentration effect (Fig 8b),deepseek-v4-flash (pdf2text),Waste_refractory_brick_material_added_chitosanoxidized_pullulan_complex_gel_production_and_removal_of_heavy_metals_from_waste_water
PMgO_0.1,Cu2+,5.5,5000,49.26,Initial concentration effect (Fig 8b),deepseek-v4-flash (pdf2text),Waste_refractory_brick_material_added_chitosanoxidized_pullulan_complex_gel_production_and_removal_of_heavy_metals_from_waste_water
PMgO_0.1,Cu2+,5.5,10000,97.67,Initial concentration effect (Fig 8b),deepseek-v4-flash (pdf2text),Waste_refractory_brick_material_added_chitosanoxidized_pullulan_complex_gel_production_and_removal_of_heavy_metals_from_waste_water
waste tea leaves,p-nitrophenol,2,1,142.85,Ahmaruzzaman and Gayatri (2010),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
tea waste,Zinc,4.2,NaN,14.2,Wasewar et al. (2008),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
waste black tea,Zinc,5,4.40,166.7,Malakahmad et al. (2016),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
Sulfuric acid-activated tea waste,Copper,6,1,NaN,Thapak et al. (2015),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
factory-rejected tea activated carbon,Methylene blue,7,0.5,242.11,Islam et al. (2015),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
modified black tea,Progesterone,7,1,1.8,Ifelebuegu and Onwugbuta (2016),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
untreated tea waste,Reactive blue 25,6,0.1,28.99,Reza et al. (2016),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
untreated black tea waste,17 β-estradiol,7,1,3.46,Ifelebuegu et al. (2015),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
untreated black tea waste,17 α-ethinylestradiol,5,1,2.44,Ifelebuegu et al. (2015),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
untreated black tea waste,Bisphenol A,7,1,18.35,Ifelebuegu et al. (2015),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
spent tea leaves,Malachite green,6,NaN,69.7,Jung et al. (2014),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
waste black tea,Nickel,5,4.05,90.91,Malakahmad et al. (2016),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
formaldehyde-treated waste tea leaves,Nickel,7,1,120.5,Shah et al. (2015),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
tea leaf biomass,Lead,5,92.5,73,Ahluwalia and Goyal (2005),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
waste tea leaves,Lead,6,NaN,166.6,Cheraghi et al. (2015),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
phosphoric acid activated tea leaves,Phenol,2,NaN,63.13,Kazmi et al. (2013),deepseek-v4-flash (pdf2text),Waste_tea_as_a_novel_adsorbent_a_review
AGWTR,Cu2+,NaN,NaN,15.6,10.1038/s41598-022-07475-y,deepseek-v4-flash (pdf2text),Waste_tea_residue_adsorption_coupled_with_electrocoagulation_for_improvement_of_copper_and_nickel_ions_removal_from_simulated_wastewater
AGWTR,Ni2+,NaN,NaN,15.9,10.1038/s41598-022-07475-y,deepseek-v4-flash (pdf2text),Waste_tea_residue_adsorption_coupled_with_electrocoagulation_for_improvement_of_copper_and_nickel_ions_removal_from_simulated_wastewater
AGWTR,Cu2+,NaN,107.1,10.507,10.1038/s41598-022-07475-y,deepseek-v4-flash (pdf2text),Waste_tea_residue_adsorption_coupled_with_electrocoagulation_for_improvement_of_copper_and_nickel_ions_removal_from_simulated_wastewater
AGWTR,Ni2+,NaN,84.5,8.247,10.1038/s41598-022-07475-y,deepseek-v4-flash (pdf2text),Waste_tea_residue_adsorption_coupled_with_electrocoagulation_for_improvement_of_copper_and_nickel_ions_removal_from_simulated_wastewater
AGWTR,Cu2+,NaN,82.6,8.116,10.1038/s41598-022-07475-y,deepseek-v4-flash (pdf2text),Waste_tea_residue_adsorption_coupled_with_electrocoagulation_for_improvement_of_copper_and_nickel_ions_removal_from_simulated_wastewater
AGWTR,Ni2+,NaN,72.1,7.04,10.1038/s41598-022-07475-y,deepseek-v4-flash (pdf2text),Waste_tea_residue_adsorption_coupled_with_electrocoagulation_for_improvement_of_copper_and_nickel_ions_removal_from_simulated_wastewater
AGWTR,Cu2+,NaN,61.3,6.113,10.1038/s41598-022-07475-y,deepseek-v4-flash (pdf2text),Waste_tea_residue_adsorption_coupled_with_electrocoagulation_for_improvement_of_copper_and_nickel_ions_removal_from_simulated_wastewater
AGWTR,Ni2+,NaN,40.03,3.9,10.1038/s41598-022-07475-y,deepseek-v4-flash (pdf2text),Waste_tea_residue_adsorption_coupled_with_electrocoagulation_for_improvement_of_copper_and_nickel_ions_removal_from_simulated_wastewater
WSCC-oSWCNTs,Pb(II),6,NaN,113.63,"""Jinling Gao et al.",deepseek-v4-flash (pdf2text),Water-soluble_carboxymethyl_chitosan_WSCC-modified_single-walled_carbon_nanotubes_SWCNTs_provide_efficient_adsorption_of_Pbscpiiscp_from_water
GLU_TTE,nitrate,NaN,1000,38.0,10.21203/rs.3.rs-678834/v1,deepseek-v4-flash (pdf2text),Water_Treatment_Applications_of_Eco-Friendly_Cationic_Maltodextrin-Based_Adsorbents
GLU_BDE,nitrate,NaN,1000,18.0,10.21203/rs.3.rs-678834/v1,deepseek-v4-flash (pdf2text),Water_Treatment_Applications_of_Eco-Friendly_Cationic_Maltodextrin-Based_Adsorbents
GLU_NGDE,nitrate,NaN,1000,15.0,10.21203/rs.3.rs-678834/v1,deepseek-v4-flash (pdf2text),Water_Treatment_Applications_of_Eco-Friendly_Cationic_Maltodextrin-Based_Adsorbents
Raw WMR,Ce(III),5,NaN,55.7,Devanathan et al. (2022),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Pr(III),5,NaN,55.3,Devanathan et al. (2022),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Ni(II),6,NaN,40.62,Shakor et al. (2021),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Cu(II),6,NaN,44.86,Shakor et al. (2021),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Zn(II),6,NaN,52.82,Shakor et al. (2021),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Zn(II),5,NaN,20.45,Taib et al. (2023),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
WMR NaOH-modified,Fe(II),7,NaN,15.27,Low et al. (2023),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
WMR NaOH-modified,Cu(II),7,NaN,12.45,Low et al. (2023),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
WMR chitosan functionalized,Cu(II),6,NaN,49.14,Bamisaye et al. (2024),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Cd(II),NaN,NaN,115.00,Wang et al. (2022),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Cr(VI),NaN,NaN,776.10,El-Tawabty et al. (2024),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Cu(II),NaN,NaN,357.14,Taib et al. (2021),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Pb(II),NaN,NaN,230.5,Wang et al. (2022),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Methylene blue,NaN,NaN,188.68,Jawad et al. (2018b),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR,Methylene blue,NaN,NaN,243.90,Lakshmipathy and Sarada (2016),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
H2SO4-modified WMR,Methylene blue,7,NaN,334.45,Lee and Choi (2021),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
WMR biochar,Methylene blue,NaN,NaN,115.61,Shukla et al. (2024),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
H2SO4-activated WMR biochar,Cu(II),NaN,NaN,151.52,El-Nemr et al. (2022),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
HNO3-activated WMR,Zn(II),NaN,NaN,53.92,Altowayti et al. (2021),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
ZnCl2-activated WMR,Zn(II),NaN,NaN,14.76,Yilmaz and Tugrul (2021),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Magnetite-WMR composite,Pb(II),NaN,NaN,138.8,Adebowale et al. (2020),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
Raw WMR (PWM),Congo Red,NaN,NaN,2.23,Hussain et al. (2022),deepseek-v4-flash (pdf2text),Watermelon_rind_based_adsorbents_for_the_removal_of_water_pollutants_a_critical_review
RWM,acridine orange,7.00,20,2.31,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM250,acridine orange,7.00,20,2.88,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.00,20,2.94,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,11,15,4.41,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,25,21.48,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,4,15,4.71,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,4,15,4.93,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
